ルーム,対戦者,結果
ルーム1: コンピューター82(チョキ) vs コンピューター93(チョキ) - あいこ
ルーム1: コンピューター47(チョキ) vs コンピューター41(チョキ) - あいこ
ルーム1: コンピューター47(グー) vs コンピューター41(パ―) - 勝者: コンピューター41
ルーム2: コンピューター30(チョキ) vs コンピューター3(グー) - 勝者: コンピューター3
ルーム3: コンピューター34(グー) vs コンピューター81(パ―) - 勝者: コンピューター81
ルーム4: コンピューター13(チョキ) vs コンピューター55(グー) - 勝者: コンピューター55
ルーム5: コンピューター57(パ―) vs コンピューター99(パ―) - あいこ
ルーム5: コンピューター57(パ―) vs コンピューター99(パ―) - あいこ
ルーム5: コンピューター57(パ―) vs コンピューター99(グー) - 勝者: コンピューター57
ルーム6: コンピューター32(グー) vs コンピューター19(パ―) - 勝者: コンピューター19
ルーム7: コンピューター97(グー) vs コンピューター7(パ―) - 勝者: コンピューター7
ルーム8: コンピューター95(グー) vs コンピューター42(グー) - あいこ
ルーム8: コンピューター95(グー) vs コンピューター42(チョキ) - 勝者: コンピューター95
ルーム9: コンピューター53(チョキ) vs コンピューター100(パ―) - 勝者: コンピューター53
ルーム10: コンピューター1(パ―) vs コンピューター11(チョキ) - 勝者: コンピューター11
ルーム11: コンピューター14(チョキ) vs コンピューター26(パ―) - 勝者: コンピューター14
ルーム12: コンピューター27(パ―) vs コンピューター43(チョキ) - 勝者: コンピューター43
ルーム13: コンピューター44(チョキ) vs コンピューター50(チョキ) - あいこ
ルーム13: コンピューター44(パ―) vs コンピューター50(チョキ) - 勝者: コンピューター50
ルーム14: コンピューター56(グー) vs コンピューター66(チョキ) - 勝者: コンピューター56
ルーム15: コンピューター67(グー) vs コンピューター76(チョキ) - 勝者: コンピューター67
ルーム16: コンピューター86(パ―) vs コンピューター96(グー) - 勝者: コンピューター86
ルーム1: コンピューター41(パ―) vs コンピューター3(グー) - 勝者: コンピューター41
ルーム2: コンピューター81(パ―) vs コンピューター55(グー) - 勝者: コンピューター81
ルーム3: コンピューター57(パ―) vs コンピューター19(パ―) - あいこ
ルーム3: コンピューター57(パ―) vs コンピューター19(パ―) - あいこ
ルーム3: コンピューター57(グー) vs コンピューター19(グー) - あいこ
ルーム3: コンピューター57(グー) vs コンピューター19(グー) - あいこ
ルーム3: コンピューター57(グー) vs コンピューター19(グー) - あいこ
ルーム3: コンピューター57(パ―) vs コンピューター19(チョキ) - 勝者: コンピューター19
ルーム4: コンピューター7(パ―) vs コンピューター95(グー) - 勝者: コンピューター7
ルーム5: コンピューター53(チョキ) vs コンピューター11(チョキ) - あいこ
ルーム5: コンピューター53(グー) vs コンピューター11(グー) - あいこ
ルーム5: コンピューター53(チョキ) vs コンピューター11(グー) - 勝者: コンピューター11
ルーム6: コンピューター14(チョキ) vs コンピューター43(チョキ) - あいこ
ルーム6: コンピューター14(パ―) vs コンピューター43(グー) - 勝者: コンピューター14
ルーム7: コンピューター50(チョキ) vs コンピューター56(グー) - 勝者: コンピューター56
ルーム8: コンピューター67(グー) vs コンピューター86(パ―) - 勝者: コンピューター86
ルーム1: コンピューター41(パ―) vs コンピューター81(パ―) - あいこ
ルーム1: コンピューター41(チョキ) vs コンピューター81(パ―) - 勝者: コンピューター41
ルーム2: コンピューター19(チョキ) vs コンピューター7(パ―) - 勝者: コンピューター19
ルーム3: コンピューター11(グー) vs コンピューター14(パ―) - 勝者: コンピューター14
ルーム4: コンピューター56(グー) vs コンピューター86(パ―) - 勝者: コンピューター86
ルーム1: コンピューター41(チョキ) vs コンピューター19(チョキ) - あいこ
ルーム1: コンピューター41(パ―) vs コンピューター19(パ―) - あいこ
ルーム1: コンピューター41(パ―) vs コンピューター19(パ―) - あいこ
ルーム1: コンピューター41(チョキ) vs コンピューター19(チョキ) - あいこ
ルーム1: コンピューター41(パ―) vs コンピューター19(グー) - 勝者: コンピューター41
ルーム2: コンピューター14(パ―) vs コンピューター86(パ―) - あいこ
ルーム2: コンピューター14(パ―) vs コンピューター86(グー) - 勝者: コンピューター14
ルーム1: コンピューター41(パ―) vs コンピューター14(パ―) - あいこ
ルーム1: コンピューター41(パ―) vs コンピューター14(パ―) - あいこ
ルーム1: コンピューター41(パ―) vs コンピューター14(パ―) - あいこ
ルーム1: コンピューター41(パ―) vs コンピューター14(グー) - 勝者: コンピューター41
ルーム1: コンピューター95(パ―) vs コンピューター69(グー) - 勝者: コンピューター95
ルーム2: コンピューター79(グー) vs コンピューター84(パ―) - 勝者: コンピューター84
ルーム3: コンピューター90(グー) vs コンピューター85(パ―) - 勝者: コンピューター85
ルーム4: コンピューター33(グー) vs コンピューター46(チョキ) - 勝者: コンピューター33
ルーム5: コンピューター80(チョキ) vs コンピューター17(パ―) - 勝者: コンピューター80
ルーム6: コンピューター6(グー) vs コンピューター58(チョキ) - 勝者: コンピューター6
ルーム7: コンピューター25(パ―) vs コンピューター60(グー) - 勝者: コンピューター25
ルーム8: コンピューター3(グー) vs コンピューター74(チョキ) - 勝者: コンピューター3
ルーム9: コンピューター93(チョキ) vs コンピューター19(チョキ) - あいこ
ルーム9: コンピューター93(チョキ) vs コンピューター19(パ―) - 勝者: コンピューター93
ルーム10: コンピューター31(パ―) vs コンピューター51(チョキ) - 勝者: コンピューター51
ルーム11: コンピューター14(グー) vs コンピューター88(チョキ) - 勝者: コンピューター14
ルーム12: コンピューター99(グー) vs コンピューター8(チョキ) - 勝者: コンピューター99
ルーム13: コンピューター56(パ―) vs コンピューター29(チョキ) - 勝者: コンピューター29
ルーム14: コンピューター43(パ―) vs コンピューター97(パ―) - あいこ
ルーム14: コンピューター43(パ―) vs コンピューター97(チョキ) - 勝者: コンピューター97
ルーム15: コンピューター20(チョキ) vs コンピューター89(チョキ) - あいこ
ルーム15: コンピューター20(グー) vs コンピューター89(チョキ) - 勝者: コンピューター20
ルーム16: コンピューター22(チョキ) vs コンピューター32(グー) - 勝者: コンピューター32
ルーム17: コンピューター2(グー) vs コンピューター86(グー) - あいこ
ルーム17: コンピューター2(パ―) vs コンピューター86(グー) - 勝者: コンピューター2
ルーム18: コンピューター36(グー) vs コンピューター30(パ―) - 勝者: コンピューター30
